date,venue,location,setlist,gaps
1994-04-08,"Recreation Hall, Penn State University","State College, PA",Maze | Glide | Foam | I Didn't Know | Punch You in the Eye | The Horse | Silent in the Morning | Down with Disease | If I Could | Lawn Boy | Llama | Split Open and Melt | McGrupp and the Watchful Hosemasters | It's Ice | Digital Delay Loop Jam | It's Ice | Sparkle | Harry Hood | Bouncing Around the Room | Big Ball Jam | David Bowie | Suzy Greenberg | Contact | Big Black Furry Creature from Mars,2 | 1 | 1 | 29 | 30 | 30 | 30 | 0 | 1 | 29 | 0 | 2 | 30 | 2 | -1 | 2 | 0 | 2 | 1 | 31 | 30 | 2 | 31 | 31
1994-04-09,Broome County Veterans Memorial Arena,"Binghamton, NY",Magilla | Wilson | Rift | Bathtub Gin | Nellie Kane | Julius | Fee | All Things Reconsidered | Stash | The Squirming Coil | Sample in a Jar | Reba | Peaches en Regalia | Big Ball Jam | Demand | Mike's Song | I Am Hydrogen | Weekapaug Groove | Tela | Slave to the Traffic Light | Cavern | Amazing Grace | Highway to Hell,3 | 32 | 2 | 31 | 1 | 2 | 1 | 40 | 1 | 1 | 1 | 3 | 2 | 0 | -1 | 1 | 78 | 1 | 50 | 31 | 1 | 2 | 33
1994-04-10,"Alumni Arena, SUNY Buffalo","Buffalo, NY","Runaway Jim | It's Ice | Sparkle | Split Open and Melt | Esther | Chalk Dust Torture | I Didn't Know | Scent of a Mule | Down with Disease | My Friend, My Friend | Ya Mar | Run Like an Antelope | Fluffhead | Ginseng Sullivan | I Wan'na Be Like You | Hold Your Head Up | Harry Hood | Bouncing Around the Room | Golgi Apparatus",3 | 1 | 1 | 1 | 34 | 3 | 1 | 2 | 1 | 34 | 3 | 2 | 3 | 2 | 3 | 3 | 1 | 1 | 3
1994-04-11,"Snively Arena, University of New Hampshire","Durham, NH",Caravan | Poor Heart | Foam | Fast Enough for You | Magilla | Julius | Glide | Divided Sky | Cavern | Also Sprach Zarathustra | Maze | Colonel Forbin's Ascent | Fly Famous Mockingbird | Uncle Pen | Sample in a Jar | Big Ball Jam | You Enjoy Myself | Amazing Grace | The Oh Kee Pa Ceremony | Suzy Greenberg | Possum,14 | 3 | 2 | 35 | 1 | 1 | 2 | 5 | 1 | 33 | 2 | 33 | 33 | 35 | 1 | 1 | 4 | 1 | 5 | 2 | 5
1994-04-13,WNEW Studios,"New York, NY",Sample in a Jar | Buried Alive | Down with Disease | Poor Heart | Rift | Stash | The Lizards | Julius | Ginseng Sullivan | Divided Sky | Golgi Apparatus | Faht | The Curtain | Sample in a Jar | Reba | Big Ball Jam | Fee | Take the 'A' Train | David Bowie | Purple Rain | Hold Your Head Up | AC/DC Bag | Sweet Adeline | Good Times Bad Times,0 | 6 | 1 | 0 | 2 | 2 | 4 | 0 | 1 | 0 | 1 | 47 | 4 | 0 | 2 | 0 | 2 | 16 | 3 | 34 | 1 | 5 | 4 | 34
1994-04-13,Beacon Theatre,"New York, NY",Sample in a Jar | Buried Alive | Down with Disease | Poor Heart | Rift | Stash | The Lizards | Julius | Ginseng Sullivan | Divided Sky | Golgi Apparatus | Faht | The Curtain | Sample in a Jar | Reba | Big Ball Jam | Fee | Take the 'A' Train | David Bowie | Purple Rain | Hold Your Head Up | AC/DC Bag | Sweet Adeline | Good Times Bad Times,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
1994-04-14,Beacon Theatre,"New York, NY",Runaway Jim | Foam | Sparkle | Down with Disease | Glide | Rift | Demand | Split Open and Melt | The Squirming Coil | Also Sprach Zarathustra | Run Like an Antelope | The Horse | Silent in the Morning | Scent of a Mule | You Enjoy Myself | Nellie Kane | Dog Faced Boy | Slave to the Traffic Light | Rocky Top,3 | 2 | 3 | 0 | 2 | 0 | 4 | 3 | 4 | 2 | 3 | 5 | 5 | 3 | 2 | 4 | -1 | 4 | 36
1994-04-15,Beacon Theatre,"New York, NY",Llama | Guelah Papyrus | Paul and Silas | Harry Hood | Wilson | Chalk Dust Torture | Bouncing Around the Room | It's Ice | Down with Disease | Maze | If I Could | The Oh Kee Pa Ceremony | Suzy Greenberg | The Landlady | Julius | Wolfman's Brother | Alumni Blues | I Wan'na Be Like You | Hold Your Head Up | Cavern | Magilla | Amazing Grace,6 | 7 | 37 | 4 | 5 | 4 | 4 | 4 | 0 | 3 | 6 | 3 | 3 | 9 | 1 | 7 | 373 | 4 | 1 | 3 | 3 | 3
1994-04-16,"Mullins Center, University of Massachusetts","Amherst, MA",Runaway Jim | Fee | Axilla (Part II) | Rift | Stash | Fluffhead | Nellie Kane | Run Like an Antelope | Sample in a Jar | Poor Heart | Tweezer | The Lizards | Julius | Bouncing Around the Room | You Enjoy Myself | The Vibration of Life | You Enjoy Myself | The Squirming Coil | Tweezer Reprise | Fire,1 | 2 | -1 | 1 | 2 | 5 | 1 | 1 | 2 | 2 | 9 | 2 | 0 | 0 | 1 | 89 | 1 | 1 | 37 | 50
1994-04-17,"Patriot Center, George Mason University","Fairfax, VA",Loving Cup | Foam | I Didn't Know | Divided Sky | Mound | Down with Disease | If I Could | My Sweet One | Cavern | David Bowie | Wolfman's Brother | Uncle Pen | The Sloth | Reba | Big Ball Jam | Maze | Contact | Golgi Apparatus | Cracklin' Rosie | Hold Your Head Up | Bold As Love,59 | 2 | 6 | 3 | 47 | 1 | 1 | 51 | 1 | 3 | 1 | 5 | 41 | 3 | 3 | 1 | 8 | 3 | 38 | 1 | 47
1994-04-18,"Bob Carpenter Center, University of Delaware","Newark, DE","Chalk Dust Torture | Glide | Poor Heart | Julius | My Friend, My Friend | Rift | Split Open and Melt | Dog Faced Boy | The Oh Kee Pa Ceremony | AC/DC Bag | Also Sprach Zarathustra | Sample in a Jar | Sparkle | Bathtub Gin | Big Ball Jam | Ya Mar | Mike's Song | The Man Who Stepped Into Yesterday | Avenu Malkenu | The Man Who Stepped Into Yesterday | Down with Disease | Hold Your Head Up | I Wan'na Be Like You | Hold Your Head Up | Cavern | Good Times Bad Times",2 | 3 | 1 | 1 | 7 | 1 | 3 | 3 | 2 | 4 | 3 | 1 | 3 | 8 | 0 | 7 | 8 | 61 | 61 | 61 | 0 | 0 | 2 | 0 | 0 | 4
1994-04-20,Virginia Horse Center,"Lexington, VA",Runaway Jim | It's Ice | Julius | Bouncing Around the Room | Rift | Axilla (Part II) | Stash | Suzy Greenberg | Poor Heart | Run Like an Antelope | Magilla | Paul and Silas | Sample in a Jar | Big Ball Jam | Harry Hood | Fee | You Enjoy Myself | Over the Rainbow | Highway to Hell,2 | 3 | 0 | 2 | 0 | 2 | 2 | 3 | 0 | 2 | 3 | 3 | 0 | 0 | 3 | 2 | 2 | 192 | 9
1994-04-21,Lawrence Joel Veterans Memorial Coliseum,"Winston-Salem, NC",Chalk Dust Torture | Sparkle | Foam | Glide | Split Open and Melt | The Lizards | Down with Disease | If I Could | Cavern | Also Sprach Zarathustra | Maze | Fluffhead | Mike's Song | I Am Hydrogen | Weekapaug Groove | Scent of a Mule | Big Ball Jam | Possum | Amazing Grace | Drums | Jam | All Along the Watchtower,1 | 1 | 2 | 1 | 1 | 3 | 1 | 2 | 1 | 1 | 2 | 3 | 1 | 10 | 10 | 5 | 0 | 8 | 4 | 193 | 16 | 161
1994-04-22,Township Auditorium,"Columbia, SC","Llama | Plain or Peanut | Horn | Two Truckloads | Uncle Pen | No Egos Underwater | Punch You in the Eye | Time Flack | Sample in a Jar | Salty Dog | All Things Reconsidered | Spoonful | Nellie Kane | Time Is Free | Divided Sky | Fixin' to Die | The Horse | Lost My Mule in Texas | Silent in the Morning | Jack the Rabbit | David Bowie | Zambi | Suzy Greenberg | Space is the Place | Julius | Trondossa | Reba | Yield Not To Tempation | Working on a Building | Tweezer | Lifeboy | Runaway Jim | Hold Your Head Up | I Wan'na Be Like You | Hold Your Head Up | The Squirming Coil | Piano Duet | Bill Bailey, Won't You Please Come Home?",5 | 16 | 15 | 16 | 3 | 16 | 12 | 16 | 1 | 16 | 11 | 203 | 4 | 17 | 3 | 16 | 6 | -1 | 6 | 16 | 3 | 17 | 1 | 17 | 1 | 17 | 3 | -1 | 16 | 4 | 13 | 1 | 2 | 2 | 2 | 4 | 71 | 71
1994-04-22,Rockafellas,"Columbia, SC","Llama | Plain or Peanut | Horn | Two Truckloads | Uncle Pen | No Egos Underwater | Punch You in the Eye | Time Flack | Sample in a Jar | Salty Dog | All Things Reconsidered | Spoonful | Nellie Kane | Time Is Free | Divided Sky | Fixin' to Die | The Horse | Lost My Mule in Texas | Silent in the Morning | Jack the Rabbit | David Bowie | Zambi | Suzy Greenberg | Space is the Place | Julius | Trondossa | Reba | Yield Not To Tempation | Working on a Building | Tweezer | Lifeboy | Runaway Jim | Hold Your Head Up | I Wan'na Be Like You | Hold Your Head Up | The Squirming Coil | Piano Duet | Bill Bailey, Won't You Please Come Home?",0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
1994-04-23,The Fox Theatre,"Atlanta, GA",Funky Bitch | Fever | Rift | Fee | Peaches en Regalia | Poor Heart | Stash | Esther | Down with Disease | Caravan | High-Heel Sneakers | Wilson | Run Like an Antelope | Mound | Sample in a Jar | Sparkle | Harry Hood | Ginseng Sullivan | You Enjoy Myself | Who By Fire | Golgi Apparatus | Free Bird,72 | -1 | 3 | 3 | 13 | 3 | 3 | 12 | 2 | 11 | -1 | 7 | 3 | 5 | 0 | 2 | 3 | 9 | 3 | -1 | 5 | 45
1994-04-23,Variety Playhouse,"Atlanta, GA",Funky Bitch | Fever | Rift | Fee | Peaches en Regalia | Poor Heart | Stash | Esther | Down with Disease | Caravan | High-Heel Sneakers | Wilson | Run Like an Antelope | Mound | Sample in a Jar | Sparkle | Harry Hood | Ginseng Sullivan | You Enjoy Myself | Who By Fire | Golgi Apparatus | Free Bird,0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0
1994-04-24,Grady Cole Center,"Charlotte, NC","My Friend, My Friend | Ya Mar | Axilla (Part II) | Maze | Bathtub Gin | Jump Monk | Bathtub Gin | Dog Faced Boy | Paul and Silas | It's Ice | Slave to the Traffic Light | Demand | David Bowie | The Mango Song | Julius | Colonel Forbin's Ascent | Fly Famous Mockingbird | Chalk Dust Torture | Contact | Good Times Bad Times | Sweet Adeline",6 | 6 | 5 | 4 | 6 | 28 | 6 | 6 | 5 | 5 | 10 | 10 | 2 | 58 | 2 | 13 | 13 | 4 | 7 | 6 | 11
1994-04-25,Civic Auditorium,"Knoxville, TN",The Landlady | Runaway Jim | Fee | Foam | Down with Disease | Ginseng Sullivan | Dog Faced Boy | Tela | Poor Heart | Split Open and Melt | The Curtain | Sample in a Jar | My Mind's Got a Mind of its Own | Run Like an Antelope | Mound | The Squirming Coil | Divided Sky | Bouncing Around the Room | Big Ball Jam | Big Black Furry Creature from Mars | Amazing Grace | Bold As Love,10 | 3 | 1 | 5 | 1 | 1 | 0 | 16 | 1 | 5 | 12 | 1 | 64 | 1 | 1 | 3 | 3 | 6 | 5 | 17 | 5 | 8
1994-04-26,Purple Dragon Recording Studios,"Atlanta, GA",Sample in a Jar | Bouncing Around the Room | Maze | Down with Disease | Fluffhead | Carefree,0 | 0 | 1 | 0 | 6 | 26
1994-04-28,SunFest,"West Palm Beach, FL",Runaway Jim | Alone | Foam | Optimistic Thought | Sample in a Jar | Mulling It Over | Rift | Should I Stay or Should I Go? | Down with Disease | Low Rider | Bouncing Around the Room | Go Outside and Drive | It's Ice | What's For Breakfast | Run Like an Antelope | Sweet Pain | The Squirming Coil | The Good the Bad and the Ugly | Julius | Gina | Sparkle | Love and Greed | Good Times Bad Times | Crash Burn | Golgi Apparatus | Sweet Talking Hippie | But Anyway,1 | 460 | 1 | 520 | 0 | 94 | 3 | -1 | 0 | 489 | 0 | -1 | 2 | 460 | 1 | 94 | 1 | -1 | 2 | 94 | 3 | -1 | 2 | -1 | 3 | 94 | 460
1994-04-29,Boatyard Village Pavilion,"Clearwater, FL",Halley's Comet | You Enjoy Myself | Fast Enough for You | Scent of a Mule | The Sloth | Divided Sky | I Didn't Know | Dog Faced Boy | Split Open and Melt | Sanity | My Mind's Got a Mind of its Own | Llama | Suzy Greenberg | Maze | If I Could | Reba | Fee | Uncle Pen | Mike's Song | I Am Hydrogen | Weekapaug Groove | I Wan'na Be Like You | Hold Your Head Up | Cavern | Fire,51 | 5 | 18 | 9 | 12 | 3 | 12 | 3 | 3 | 268 | 3 | 7 | 7 | 2 | 9 | 7 | 3 | 7 | 9 | 9 | 9 | 7 | 7 | 9 | 13
1994-04-30,The Edge Night Club,"Orlando, FL",Chalk Dust Torture | Mound | Stash | Poor Heart | Sample in a Jar | Punch You in the Eye | Rift | Ginseng Sullivan | Sweet Adeline | Wilson | David Bowie | Wolfman's Brother | Peaches en Regalia | Harry Hood | Axilla (Part II) | McGrupp and the Watchful Hosemasters | Possum | Purple Rain | Hold Your Head Up | Big Black Furry Creature from Mars | Sleeping Monkey | Highway to Hell,5 | 4 | 6 | 4 | 1 | 8 | 1 | 4 | 5 | 6 | 5 | 13 | 6 | 6 | 5 | 22 | 10 | 17 | 0 | 4 | 77 | 11
1994-05-02,Five Points South Music Hall,"Birmingham, AL",The Great Gig in the Sky | Split Open and Melt | Bouncing Around the Room | Down with Disease | It's Ice | Glide | Divided Sky | Suzy Greenberg | Foam | Sample in a Jar | Runaway Jim | Mound | Reba | Golgi Apparatus | The Lizards | Julius | Lawn Boy | Mike's Song | Jam | Cavern,72 | 1 | 2 | 2 | 2 | 11 | 1 | 1 | 2 | 0 | 2 | 0 | 1 | 2 | 11 | 2 | 23 | 1 | 11 | 1
1994-05-03,Starwood Amphitheatre,"Antioch, TN",Rift | Guelah Papyrus | Maze | Sparkle | Stash | The Squirming Coil | Scent of a Mule | Sample in a Jar | Sweet Adeline | David Bowie | If I Could | Fluffhead | Down with Disease | Harpua | Chalk Dust Torture | I Wan'na Be Like You | Hold Your Head Up | Slave to the Traffic Light | Nellie Kane | Fire,1 | 17 | 2 | 3 | 1 | 3 | 2 | 0 | 1 | 1 | 2 | 5 | 0 | 66 | 1 | 2 | 1 | 7 | 10 | 2
1994-05-04,State Palace Theatre,"New Orleans, LA",Runaway Jim | Foam | Sample in a Jar | It's Ice | Sparkle | Axilla (Part II) | Tweezer | Lifeboy | Rift | Tweezer Reprise | Run Like an Antelope | Bouncing Around the Room | You Enjoy Myself | Buried Alive | The Landlady | Julius | Wolfman's Brother | Magilla | Suzy Greenberg | Caravan | Cavern,1 | 1 | 0 | 1 | 0 | 2 | 11 | 11 | 0 | 17 | 4 | 1 | 3 | 20 | 7 | 1 | 2 | 14 | 1 | 9 | 1
1994-05-06,Tower Theater,"Houston, TX","Down with Disease | The Oh Kee Pa Ceremony | AC/DC Bag | Poor Heart | My Friend, My Friend | Ya Mar | Stash | Esther | Chalk Dust Torture | Maze | Golgi Apparatus | Uncle Pen | Sample in a Jar | Reba | Axilla (Part II) | Julius | Hold Your Head Up | Bike | Hold Your Head Up | David Bowie | Ginseng Sullivan | Free Bird",1 | 16 | 16 | 3 | 9 | 9 | 1 | 10 | 1 | 1 | 2 | 4 | 0 | 2 | 0 | 0 | 1 | 81 | 1 | 1 | 3 | 10
1994-05-07,The Bomb Factory,"Dallas, TX",Llama | Horn | Divided Sky | Mound | Fast Enough for You | Scent of a Mule | Split Open and Melt | If I Could | Suzy Greenberg | Loving Cup | Sparkle | Tweezer | Mind Left Body Jam | Sparks | Makisupa Policeman | Digital Delay Loop Jam | Sweet Emotion | Walk Away | Cannonball | Purple Rain | Hold Your Head Up | Tweezer Reprise | Amazing Grace | Sample in a Jar,5 | 13 | 3 | 3 | 5 | 2 | 3 | 2 | 1 | 18 | 1 | 1 | 68 | 73 | 74 | 27 | 148 | 59 | -1 | 4 | 0 | 1 | 9 | 0
1994-05-08,The Backyard,"Bee Cave, TX",Runaway Jim | Foam | Axilla (Part II) | Rift | Down with Disease | Bouncing Around the Room | Stash | The Squirming Coil | Also Sprach Zarathustra | Run Like an Antelope | It's Ice | Fee | Julius | Cavern | You Enjoy Myself | Halley's Comet | Good Times Bad Times | Sweet Adeline | Golgi Apparatus,2 | 2 | 1 | 2 | 1 | 2 | 1 | 3 | 16 | 2 | 2 | 6 | 1 | 2 | 2 | 6 | 7 | 3 | 1
1994-05-10,Paolo Soleri Amphitheatre,"Santa Fe, NM",Buried Alive | Poor Heart | Sample in a Jar | Divided Sky | Axilla (Part II) | It's Ice | Split Open and Melt | If I Could | Cavern | Maze | Wilson | Reba | Julius | Scent of a Mule | Harry Hood | Ginseng Sullivan | Dog Faced Boy | Nellie Kane | David Bowie | The Squirming Coil,3 | 2 | 1 | 1 | 0 | 0 | 1 | 1 | 0 | 2 | 6 | 2 | 0 | 1 | 6 | 2 | 7 | 4 | 2 | 0
1994-05-12,Buena Vista Theater,"Tucson, AZ",Catapult | Rift | Down with Disease | Fee | Maze | Axilla (Part II) | Foam | Bathtub Gin | The Lizards | Sample in a Jar | Also Sprach Zarathustra | Run Like an Antelope | The Horse | Silent in the Morning | Uncle Pen | Fluffhead | Lifeboy | Possum | Hold Your Head Up | Love You | Hold Your Head Up | Contact | Big Black Furry Creature from Mars | Amazing Grace | Rocky Top,175 | 1 | 1 | 1 | 0 | 0 | 1 | 13 | 6 | 0 | 1 | 1 | 16 | 16 | 3 | 5 | 4 | 7 | 2 | 81 | 2 | 13 | 7 | 2 | 24
1994-05-13,Hayden Square,"Tempe, AZ","Runaway Jim | It's Ice | Julius | Mound | Stash | If I Could | My Friend, My Friend | Slave to the Traffic Light | Suzy Greenberg | Chalk Dust Torture | Bouncing Around the Room | Split Open and Melt | McGrupp and the Watchful Hosemasters | Peaches en Regalia | Scent of a Mule | You Enjoy Myself | Purple Rain | Hold Your Head Up | Good Times Bad Times | Free Bird",2 | 1 | 1 | 3 | 2 | 1 | 4 | 6 | 3 | 4 | 2 | 1 | 8 | 8 | 1 | 2 | 3 | 0 | 2 | 4
1994-05-14,"Montezuma Hall, San Diego State University","San Diego, CA",Llama | Wilson | Down with Disease | Fee | Reba | Sample in a Jar | My Sweet One | Ginseng Sullivan | David Bowie | The Curtain | Mike's Song | I Am Hydrogen | Weekapaug Groove | The Man Who Stepped Into Yesterday | Avenu Malkenu | The Man Who Stepped Into Yesterday | Punch You in the Eye | Fast Enough for You | The Lizards | Cavern | Bold As Love,4 | 2 | 1 | 1 | 2 | 1 | 23 | 2 | 2 | 14 | 8 | 10 | 10 | 22 | 22 | 22 | 9 | 4 | 1 | 2 | 14
1994-05-16,The Wiltern Theatre,"Los Angeles, CA",Buried Alive | Poor Heart | Sample in a Jar | Divided Sky | Axilla (Part II) | Rift | Down with Disease | Bouncing Around the Room | Stash | Sweet Adeline | Also Sprach Zarathustra | Run Like an Antelope | Big Black Furry Creature from Mars | Run Like an Antelope | Sparkle | It's Ice | Julius | You Enjoy Myself | Big Black Furry Creature from Mars | Amazing Grace | Big Black Furry Creature from Mars | Fee | Rocky Top,3 | 3 | 0 | 3 | 2 | 2 | 0 | 1 | 1 | 4 | 2 | 2 | 2 | 2 | 5 | 1 | 1 | 1 | 2 | 2 | 2 | 0 | 2
1994-05-17,The Arlington Theatre,"Santa Barbara, CA",Suzy Greenberg | Maze | Mound | If I Could | Scent of a Mule | Ginseng Sullivan | Dog Faced Boy | Split Open and Melt | The Squirming Coil | Runaway Jim | Glide | Tweezer | Earache My Eye | Tweezer | Lifeboy | Uncle Pen | Big Ball Jam | Sample in a Jar | Hold Your Head Up | Love You | Hold Your Head Up | Slave to the Traffic Light | Highway to Hell,2 | 3 | 2 | 2 | 2 | 1 | 4 | 2 | 4 | 2 | 10 | 6 | -1 | 6 | 3 | 3 | 16 | 0 | 2 | 3 | 2 | 2 | 11
1994-05-19,"Silva Concert Hall, Hult Center for the Performing Arts","Eugene, OR","Halley's Comet | Llama | My Friend, My Friend | Poor Heart | Stash | The Horse | Silent in the Morning | Down with Disease | The Mango Song | Cavern | Sample in a Jar | Sparkle | Mike's Song | I Am Hydrogen | Weekapaug Groove | The Lizards | Julius | Big Ball Jam | Harry Hood | Golgi Apparatus | Ginseng Sullivan | Nellie Kane | Sweet Adeline | Fire",6 | 2 | 3 | 1 | 1 | 4 | 4 | 1 | 18 | 2 | 0 | 1 | 2 | 2 | 2 | 2 | 1 | 0 | 5 | 6 | 0 | 5 | 1 | 10
1994-05-20,"Campus Recreation Center, Evergreen College","Olympia, WA",Fee | Maze | If I Could | It's Ice | Bathtub Gin | Fast Enough for You | Scent of a Mule | Dog Faced Boy | Carolina | AC/DC Bag | Also Sprach Zarathustra | Run Like an Antelope | Weigh | Axilla (Part II) | Wolfman's Brother | Rift | You Enjoy Myself | Chalk Dust Torture,2 | 1 | 1 | 2 | 5 | 3 | 1 | 1 | 88 | 9 | 2 | 2 | 67 | 2 | 10 | 2 | 2 | 4
1994-05-21,The Moore Theatre,"Seattle, WA",Runaway Jim | Foam | Guelah Papyrus | Down with Disease | Mound | Stash | The Squirming Coil | Tela | Llama | Dinner and a Movie | Sample in a Jar | David Bowie | Contact | Big Ball Jam | Julius | Hold Your Head Up | Bike | Hold Your Head Up | Harry Hood | Amazing Grace | Bold As Love,2 | 6 | 12 | 1 | 2 | 1 | 2 | 19 | 1 | 57 | 1 | 4 | 6 | 1 | 1 | 2 | 10 | 2 | 1 | 3 | 4
1994-05-22,Vogue Theatre,"Vancouver, British Columbia, ",Demand | The Sloth | Divided Sky | Glide | Peaches en Regalia | Split Open and Melt | Fluffhead | My Sweet One | Ginseng Sullivan | Dog Faced Boy | Axilla (Part II) | Down with Disease | Bouncing Around the Room | It's Ice | McGrupp and the Watchful Hosemasters | Tweezer | Lifeboy | Rift | Slave to the Traffic Light | Tweezer Reprise | Sleeping Monkey,21 | 16 | 4 | 3 | 6 | 3 | 7 | 5 | 2 | 1 | 1 | 0 | 4 | 1 | 6 | 3 | 3 | 1 | 3 | 10 | 15
1994-05-23,Civic Auditorium,"Portland, OR",Chalk Dust Torture | Sample in a Jar | Foam | Fee | Maze | The Horse | Silent in the Morning | Julius | Reba | Cavern | Wilson | Run Like an Antelope | If I Could | Sparkle | Punch You in the Eye | You Enjoy Myself | Possum | Ginseng Sullivan | Amazing Grace | Highway to Hell,2 | 1 | 1 | 2 | 2 | 3 | 3 | 1 | 6 | 3 | 6 | 2 | 2 | 3 | 6 | 2 | 8 | 0 | 1 | 4
1994-05-25,Warfield Theatre,"San Francisco, CA",The Curtain | Sample in a Jar | Uncle Pen | Stash | Colonel Forbin's Ascent | Fly Famous Mockingbird | Axilla (Part II) | Scent of a Mule | My Sweet One | Sweet Adeline | Chalk Dust Torture | Rift | Tweezer | Lifeboy | Maze | Contact | Big Ball Jam | Julius | Hold Your Head Up | Purple Rain | Hold Your Head Up | The Squirming Coil | Sleeping Monkey | Tweezer Reprise,7 | 0 | 5 | 2 | 23 | 23 | 1 | 3 | 1 | 4 | 0 | 1 | 1 | 1 | 0 | 2 | 2 | 0 | 2 | 8 | 2 | 2 | 1 | 1
1994-05-26,Warfield Theatre,"San Francisco, CA",Buried Alive | Poor Heart | Cavern | Demand | Split Open and Melt | Sparkle | It's Ice | Catapult | Divided Sky | Sample in a Jar | Also Sprach Zarathustra | Run Like an Antelope | Fluffhead | Down with Disease | Mound | Ginseng Sullivan | Dog Faced Boy | You Enjoy Myself | Amazing Grace | Good Times Bad Times,7 | 5 | 1 | 2 | 2 | 1 | 2 | 10 | 2 | 0 | 4 | 1 | 2 | 2 | 3 | 1 | 2 | 1 | 1 | 9
1994-05-27,Warfield Theatre,"San Francisco, CA","Wilson | Runaway Jim | Foam | Bouncing Around the Room | David Bowie | If I Could | Punch You in the Eye | Harry Hood | Golgi Apparatus | Suzy Greenberg | Peaches en Regalia | My Friend, My Friend | Reba | The Lizards | Julius | Nellie Kane | My Mind's Got a Mind of its Own | Mike's Song | Simple | Mike's Song | Simple | O Mio Babbino Caro | Possum | Fire",2 | 4 | 2 | 3 | 4 | 2 | 2 | 4 | 6 | 7 | 3 | 6 | 2 | 6 | 1 | 6 | 20 | 6 | -1 | 6 | -1 | -1 | 2 | 6
