date,venue,location,setlist,gaps,artist,artistid,cancelled
1993-04-29,Le Spectrum,"Montr̩al, Qu̩bec, Canada","Split Open and Melt | Uncle Pen | The Sloth | Runaway Jim | Horn | Llama | Glide | Rift | Fee | Run Like an Antelope | Chalk Dust Torture | It's Ice | Ya Mar | Mound | Big Ball Jam | Reba | Mike's Song | I Am Hydrogen | Weekapaug Groove | Makisupa Policeman | Weekapaug Groove | Hold Your Head Up | Terrapin | Hold Your Head Up | The Squirming Coil | My Friend, My Friend | Sweet Adeline",3 | 1 | 11 | 1 | 7 | 2 | 1 | 0 | 1 | 2 | 2 | 0 | 7 | 2 | 0 | 4 | 1 | 1 | 1 | 331 | 1 | 0 | 12 | 0 | 3 | 0 | 5,Phish,1,0
1993-04-30,"Sports Center, University of Hartford","West Hartford, CT",Lengthwise | Maze | Bouncing Around the Room | Poor Heart | Stash | The Horse | Silent in the Morning | Divided Sky | Cavern | Lawn Boy | All Things Reconsidered | Possum | Wilson | Sparkle | Tweezer | Walk Away | Mound | Big Ball Jam | Harry Hood | Hold Your Head Up | If I Only Had a Brain | Hold Your Head Up | You Enjoy Myself | Golgi Apparatus | When Something is Wrong with My Baby | Amazing Grace | Tweezer Reprise,4 | 1 | 1 | 1 | 1 | 1 | 1 | 4 | 1 | 4 | 1 | 2 | 2 | 1 | 2 | 8 | 0 | 0 | 3 | 0 | 12 | 0 | 1 | 1 | 2 | 1 | 2,Phish,1,0
1993-05-01,Tower Theatre,"Upper Darby, PA","Runaway Jim | Foam | Guelah Papyrus | Split Open and Melt | Fee | Rift | Sample in a Jar | It's Ice | Glide | David Bowie | Chalk Dust Torture | Fluffhead | My Friend, My Friend | The Squirming Coil | Big Ball Jam | Halley's Comet | Paul and Silas | Mike's Song | The Great Gig in the Sky | Weekapaug Groove | Cavern | Carolina | Rocky Top",1 | 2 | 2 | 1 | 1 | 1 | 8 | 1 | 1 | 2 | 1 | 5 | 1 | 1 | 0 | 10 | 5 | 1 | 7 | 1 | 0 | 3 | 3,Phish,1,0
1993-05-02,Tower Theatre,"Upper Darby, PA",Axilla | Sparkle | Divided Sky | Mound | Stash | The Horse | Silent in the Morning | Poor Heart | Maze | I Didn't Know | Golgi Apparatus | Llama | Punch You in the Eye | You Enjoy Myself | The Lizards | Big Ball Jam | Uncle Pen | Bouncing Around the Room | Run Like an Antelope | Hold Your Head Up | Cracklin' Rosie | Hold Your Head Up | Big Black Furry Creature from Mars | Sleeping Monkey | Amazing Grace,12 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 1 | 4 | 1 | 2 | 8 | 1 | 3 | 0 | 2 | 1 | 2 | 1 | 11 | 1 | 11 | 32 | 1,Phish,1,0
1993-05-03,State Theatre,"New Brunswick, NJ",Buried Alive | Rift | Weigh | Chalk Dust Torture | Esther | Split Open and Melt | Colonel Forbin's Ascent | Fly Famous Mockingbird | The Vibration of Life | Fly Famous Mockingbird | Possum | Lawn Boy | Cavern | AC/DC Bag | The Curtain | Tweezer | Manteca | Tweezer | Contact | It's Ice | McGrupp and the Watchful Hosemasters | Runaway Jim | Big Ball Jam | Hold Your Head Up | Love You | Hold Your Head Up | Love You | Hold Your Head Up | My Sweet One | Tweezer Reprise | Memories | Amazing Grace | Highway to Hell,4 | 1 | 7 | 1 | 8 | 1 | 5 | 5 | 8 | 5 | 2 | 2 | 1 | 8 | 5 | 2 | 52 | 2 | 5 | 1 | 32 | 1 | 0 | 0 | 4 | 0 | 4 | 0 | 4 | 2 | 38 | 0 | 7,Phish,1,0
1993-05-05,Palace Theatre,"Albany, NY","Rift | Guelah Papyrus | Foam | Sparkle | Stash | Bouncing Around the Room | It's Ice | Glide | Maze | Golgi Apparatus | Runaway Jim | My Friend, My Friend | Manteca | My Friend, My Friend | Poor Heart | Weigh | Big Ball Jam | Ya Mar | You Enjoy Myself | Jam | Amazing Grace | Cavern | Take the 'A' Train | Cavern",0 | 2 | 2 | 1 | 1 | 1 | 0 | 2 | 1 | 1 | 0 | 2 | 0 | 2 | 1 | 0 | 0 | 4 | 1 | 110 | 0 | 0 | 60 | 0,Phish,1,0
1993-05-06,Palace Theatre,"Albany, NY","Chalk Dust Torture | Mound | Split Open and Melt | The Horse | Silent in the Morning | All Things Reconsidered | Llama | Fluffhead | Possum | Lawn Boy | Why You Been Gone So Long? | Tennessee Waltz | I Been to Georgia on a Fast Train | Suzy Greenberg | Tweezer | Tela | Uncle Pen | Big Ball Jam | The Squirming Coil | Mike's Song | Ob-La-Di, Ob-La-Da | Rocky Top | Hold Your Head Up | Cracklin' Rosie | Hold Your Head Up | That's Alright Mama | Sweet Adeline | Contact | Tweezer Reprise",1 | 2 | 1 | 2 | 2 | 4 | 2 | 3 | 1 | 1 | -1 | -1 | -1 | 10 | 1 | 34 | 2 | 0 | 3 | 3 | -1 | 3 | 1 | 2 | 1 | -1 | 5 | 1 | 1,Phish,1,0
1993-05-07,Bangor Auditorium,"Bangor, ME",Buried Alive | Poor Heart | Split Open and Melt | Sparkle | Caravan | The Lizards | Horn | Divided Sky | I Didn't Know | Run Like an Antelope | Rift | Bouncing Around the Room | Maze | Fee | Big Ball Jam | You Enjoy Myself | The Great Gig in the Sky | Harry Hood | Harpua | Highway to Hell | Amazing Grace | Golgi Apparatus,2 | 1 | 0 | 1 | 9 | 3 | 6 | 3 | 3 | 3 | 1 | 1 | 1 | 4 | 0 | 1 | 4 | 5 | 17 | 2 | 1 | 1,Phish,1,0
1993-05-08,"Field House, University of New Hampshire","Durham, NH","Chalk Dust Torture | Guelah Papyrus | Rift | Mound | Stash | Kung | Stash | Glide | My Friend, My Friend | Reba | Satin Doll | Cavern | David Bowie | Jessica | David Bowie | Have Mercy | David Bowie | The Horse | Silent in the Morning | It's Ice | The Squirming Coil | Jam | Big Ball Jam | Mike's Song | Crossroads | Mike's Song | I Am Hydrogen | Weekapaug Groove | Amazing Grace | Amazing Grace | AC/DC Bag",1 | 2 | 0 | 1 | 2 | 18 | 2 | 2 | 2 | 7 | 20 | 2 | 5 | -1 | 5 | 57 | 5 | 1 | 1 | 2 | 1 | 2 | 0 | 1 | -1 | 1 | 7 | 5 | 0 | 0 | 3,Phish,1,0
1993-05-29,Laguna Seca Raceway,"Monterey, CA",Chalk Dust Torture | Bouncing Around the Room | Rift | Stash | The Squirming Coil | Sparkle | Cavern | Vacuum Solo | Cavern | Big Ball Jam | You Enjoy Myself | Runaway Jim | Amazing Grace | Good Times Bad Times,0 | 1 | 0 | 0 | 0 | 1 | 0 | 99 | 0 | 0 | 1 | 3 | 0 | 11,Phish,1,0
1993-05-30,Laguna Seca Raceway,"Monterey, CA",Lengthwise | Maze | Guelah Papyrus | Poor Heart | Foam | Silent in the Morning | Run Like an Antelope | Ya Mar | I Didn't Know | Split Open and Melt | Contact | Llama | Golgi Apparatus | Possum,8 | 2 | 1 | 2 | 4 | 1 | 2 | 4 | 2 | 2 | 3 | 3 | 2 | 3,Phish,1,0
1993-07-15,Cayuga County Fairgrounds,"Weedsport, NY",Rift | Sample in a Jar | Divided Sky | Mound | Stash | Foam | I Didn't Know | My Mind's Got a Mind of its Own | Leprechaun | Runaway Jim | David Bowie | The Horse | Silent in the Morning | Sparkle | It's Ice | Lifeboy | Possum | Faht | The Lizards | Walk Away | Daniel Saw the Stone | Chalk Dust Torture | Free Bird,1 | 8 | 3 | 2 | 1 | 0 | 0 | 60 | -1 | 1 | 2 | 2 | 0 | 1 | 2 | 19 | 0 | 82 | 3 | 9 | -1 | 1 | 585,Phish,1,0
1993-07-16,The Mann Center for the Performing Arts,"Philadelphia, PA","Daniel Saw the Stone | Golgi Apparatus | My Friend, My Friend | Ya Mar | Buried Alive | Fast Enough for You | All Things Reconsidered | Nellie Kane | Horn | Run Like an Antelope | Also Sprach Zarathustra | Split Open and Melt | Glide | Maze | Bouncing Around the Room | You Enjoy Myself | Yerushalayim Shel Zahav | You Enjoy Myself | Poor Heart | Purple Rain | Hold Your Head Up | Harry Hood | Cavern | Llama | Free Bird",0 | 1 | 3 | 1 | 4 | 23 | 5 | 58 | 4 | 1 | -1 | 1 | 3 | 1 | 2 | 2 | -1 | 2 | 1 | -1 | 5 | 4 | 2 | 1 | 0,Phish,1,0
1993-07-17,The Filene Center at Wolf Trap,"Vienna, VA",The Landlady | Runaway Jim | Sample in a Jar | My Mind's Got a Mind of its Own | Stash | Reba | Chalk Dust Torture | The Horse | Silent in the Morning | The Oh Kee Pa Ceremony | David Bowie | Also Sprach Zarathustra | Tweezer | The Squirming Coil | It's Ice | Sparkle | Big Ball Jam | Mike's Song | Leprechaun | Weekapaug Groove | Hold Your Head Up | Faht | Rift | Good Times Bad Times | Amazing Grace | Daniel Saw the Stone | Tweezer Reprise,14 | 1 | 1 | 1 | 1 | 4 | 1 | 1 | 1 | 21 | 1 | 0 | 6 | 3 | 1 | 1 | 3 | 4 | 1 | 4 | 0 | 1 | 1 | 3 | 3 | 0 | 6,Phish,1,0
1993-07-18,IC Light Amphitheater,"Pittsburgh, PA",Buried Alive | Rift | Foam | Guelah Papyrus | Maze | Esther | Divided Sky | Lawn Boy | Uncle Pen | Cavern | Also Sprach Zarathustra | Poor Heart | Run Like an Antelope | Mound | Fast Enough for You | All Things Reconsidered | Fee | You Enjoy Myself | Purple Rain | Hold Your Head Up | Golgi Apparatus | Rocky Top | Free Bird,1 | 0 | 2 | 3 | 1 | 9 | 2 | 7 | 7 | 1 | 0 | 1 | 1 | 2 | 1 | 1 | 6 | 1 | 1 | 0 | 1 | 7 | 1,Phish,1,0
1993-07-19,Pier Six Concert Pavilion,"Baltimore, MD",,,Phish,1,1
1993-07-21,Orange County Fairgrounds,"Middletown, NY",Also Sprach Zarathustra | Split Open and Melt | Sparkle | The Squirming Coil | Maze | Glide | Rift | Bouncing Around the Room | Runaway Jim | Big Ball Jam | Purple Rain | Hold Your Head Up | Daniel Saw the Stone | Chalk Dust Torture,1 | 3 | 2 | 2 | 1 | 3 | 1 | 3 | 2 | 2 | 1 | 1 | 2 | 2,Phish,1,0
1993-07-22,Stowe Performing Arts Center,"Stowe, VT",Llama | Foam | Horn | My Mind's Got a Mind of its Own | Sample in a Jar | Divided Sky | Mound | Ya Mar | Poor Heart | Stash | Golgi Apparatus | Also Sprach Zarathustra | Tweezer | Walk Away | Sparkle | It's Ice | Contact | Possum | Paul and Silas | The Man Who Stepped Into Yesterday | Avenu Malkenu | Rocky Top | Free Bird,4 | 2 | 4 | 3 | 3 | 2 | 2 | 4 | 2 | 3 | 2 | 0 | 3 | 5 | 0 | 3 | 6 | 5 | 14 | 23 | 23 | 2 | 2,Phish,1,0
1993-07-23,Jones Beach Amphitheater,"Wantagh, NY","Buried Alive | Rift | Caravan | Nellie Kane | Maze | The Horse | Silent in the Morning | Punch You in the Eye | Runaway Jim | It's Ice | Lawn Boy | Cavern | Also Sprach Zarathustra | Poor Heart | Run Like an Antelope | Faht | My Friend, My Friend | Uncle Pen | Big Ball Jam | You Enjoy Myself | Big Black Furry Creature from Mars | Chalk Dust Torture | Highway to Hell | Amazing Grace | Daniel Saw the Stone",3 | 1 | 10 | 5 | 1 | 4 | 4 | 14 | 1 | 0 | 3 | 3 | 0 | 0 | 3 | 4 | 5 | 3 | 1 | 3 | 14 | 1 | 10 | 4 | 1,Phish,1,0
1993-07-24,Great Woods Center for the Performing Arts,"Mansfield, MA",Llama | Horn | Nellie Kane | Divided Sky | Guelah Papyrus | Rift | Stash | The Mango Song | Bouncing Around the Room | The Squirming Coil | Also Sprach Zarathustra | Split Open and Melt | Fluffhead | Maze | Glide | Sparkle | Mike's Song | Yerushalayim Shel Zahav | Weekapaug Groove | Purple Rain | Hold Your Head Up | Daniel Saw the Stone | Good Times Bad Times | Golgi Apparatus | Free Bird,1 | 1 | 0 | 1 | 4 | 0 | 1 | 154 | 2 | 2 | 0 | 2 | 12 | 0 | 2 | 1 | 5 | 6 | 5 | 2 | 2 | 0 | 5 | 1 | 1,Phish,1,0
1993-07-25,Waterloo Village,"Stanhope, NJ",Wilson | Foam | Mound | Stash | Fee | Rift | The Sloth | My Mind's Got a Mind of its Own | I Didn't Know | David Bowie | Donna Lee | David Bowie | Also Sprach Zarathustra | Suzy Greenberg | Tweezer | The Horse | Silent in the Morning | Maze | The Lizards | Big Ball Jam | Purple Rain | Hold Your Head Up | Harpua | Tweezer Reprise | Cavern,18 | 2 | 2 | 0 | 5 | 0 | 19 | 2 | 8 | 6 | 260 | 6 | 0 | 13 | 2 | 1 | 1 | 0 | 8 | 1 | 0 | 0 | 12 | 6 | 1,Phish,1,0
1993-07-27,Classic Amphitheater,"Richmond, VA",Also Sprach Zarathustra | Rift | Stash | The Squirming Coil | Sparkle | It's Ice | Purple Rain | Hold Your Head Up | You Enjoy Myself,0 | 0 | 0 | 1 | 1 | 2 | 0 | 0 | 2,Phish,1,0
1993-07-28,Grady Cole Center,"Charlotte, NC","All Things Reconsidered | Runaway Jim | Ya Mar | Sample in a Jar | Foam | Nellie Kane | Split Open and Melt | The Horse | Silent in the Morning | Poor Heart | Cavern | Also Sprach Zarathustra | Axilla | My Sweet One | Run Like an Antelope | The Lizards | Mound | My Friend, My Friend | Harry Hood | The Great Gig in the Sky | Hold Your Head Up | Chalk Dust Torture | Piano Duet | Bill Bailey, Won't You Please Come Home?",7 | 3 | 4 | 4 | 1 | 2 | 2 | 1 | 1 | 3 | 1 | 0 | 18 | 17 | 3 | 1 | 1 | 3 | 9 | 14 | 0 | 3 | -1 | 262,Phish,1,0
1993-07-29,Tennessee Theatre,"Knoxville, TN",Funky Bitch | Divided Sky | Weigh | Rift | The Landlady | Fast Enough for You | My Mind's Got a Mind of its Own | Colonel Forbin's Ascent | Fly Famous Mockingbird | Possum | Maze | Bouncing Around the Room | It's Ice | Lifeboy | Sparkle | You Enjoy Myself | Purple Rain | Hold Your Head Up | Daniel Saw the Stone | Good Times Bad Times | Rocky Top | Free Bird,29 | 3 | 17 | 1 | 9 | 8 | 2 | 18 | 18 | 5 | 2 | 3 | 1 | 11 | 1 | 1 | 1 | 0 | 3 | 3 | 5 | 3,Phish,1,0
1993-07-30,The Veranda at Starwood,"Antioch, TN","Contact | Llama | Horn | Uncle Pen | Stash | Esther | Chalk Dust Torture | I Didn't Know | Reba | Cavern | Also Sprach Zarathustra | Tweezer | The Horse | Silent in the Morning | Poor Heart | Fluffhead | My Friend, My Friend | Golgi Apparatus | The Squirming Coil | David Bowie | Walk Away | Amazing Grace",6 | 4 | 4 | 5 | 2 | 9 | 1 | 3 | 10 | 1 | 1 | 3 | 1 | 1 | 1 | 4 | 1 | 4 | 2 | 3 | 6 | 5,Phish,1,0
1993-07-31,Masquerade Music Park,"Atlanta, GA",Rift | Sample in a Jar | Ya Mar | Split Open and Melt | Mound | Foam | Nellie Kane | Divided Sky | Cavern | Wilson | Runaway Jim | It's Ice | Maze | Sparkle | Mike's Song | Leprechaun | Weekapaug Groove | Purple Rain | Hold Your Head Up | Daniel Saw the Stone | Highway to Hell | AC/DC Bag | Free Bird,1 | 2 | 2 | 2 | 2 | 2 | 2 | 1 | 0 | 4 | 2 | 1 | 1 | 1 | 5 | 11 | 5 | 1 | 1 | 1 | 6 | 16 | 1,Phish,1,0
1993-08-02,Ritz Theatre,"Tampa, FL",Chalk Dust Torture | Guelah Papyrus | Poor Heart | Brother | The Oh Kee Pa Ceremony | Suzy Greenberg | All Things Reconsidered | Bathtub Gin | Makisupa Policeman | My Mind's Got a Mind of its Own | Dog Log | La Grange | Also Sprach Zarathustra | Mike's Song | Sparks | The Ballad of Curtis Loew | Rift | The Squirming Coil | Weekapaug Groove | Hold Your Head Up | Bike | Hold Your Head Up | Run Like an Antelope | Makisupa Policeman | Run Like an Antelope | Sleeping Monkey | Amazing Grace,1 | 6 | 1 | 147 | 12 | 5 | 3 | 28 | 25 | 2 | 291 | 319 | 1 | 0 | 403 | 29 | 0 | 1 | 0 | 0 | 28 | 0 | 3 | 25 | 3 | 22 | 1,Phish,1,0
1993-08-03,Bayfront Park Amphitheater,"Miami, FL",Runaway Jim | Nellie Kane | Foam | Fee | Rift | Stash | The Horse | Silent in the Morning | Ya Mar | Llama | Cavern | Lengthwise | Maze | Bouncing Around the Room | It's Ice | You Enjoy Myself | The Lizards | Sparkle | Purple Rain | Hold Your Head Up | Golgi Apparatus | Poor Heart | Free Bird,1 | 1 | 1 | 6 | 0 | 2 | 2 | 2 | 1 | 2 | 1 | 16 | 1 | 3 | 1 | 3 | 4 | 1 | 1 | 0 | 2 | 0 | 1,Phish,1,0
1993-08-06,Cincinnati Zoo Peacock Pavilion,"Cincinnati, OH",Split Open and Melt | Poor Heart | The Curtain | Sample in a Jar | Rift | Horn | Divided Sky | Nellie Kane | Chalk Dust Torture | Suzy Greenberg | Buried Alive | Tweezer | Guelah Papyrus | The Squirming Coil | Uncle Pen | You Enjoy Myself | Cocaine | You Enjoy Myself | Halley's Comet | Slave to the Traffic Light | Hold Your Head Up | Cracklin' Rosie | Hold Your Head Up | Tweezer Reprise | Amazing Grace,2 | 0 | 23 | 2 | 0 | 3 | 2 | 0 | 1 | 1 | 9 | 3 | 1 | 1 | 3 | 0 | -1 | 0 | 25 | 247 | 0 | 21 | 0 | 7 | 1,Phish,1,0
1993-08-07,Darien Lake Performing Arts Center,"Darien Center, NY","Llama | Bouncing Around the Room | Poor Heart | Stash | Makisupa Policeman | Reba | Maze | Colonel Forbin's Ascent | Fly Famous Mockingbird | Cavern | Also Sprach Zarathustra | Mike's Song | Kung | Mike's Song | The Man Who Stepped Into Yesterday | Avenu Malkenu | The Sloth | Sparkle | My Friend, My Friend | McGrupp and the Watchful Hosemasters | Purple Rain | Hold Your Head Up | Run Like an Antelope | Carolina | La Grange",1 | 1 | 0 | 1 | 2 | 4 | 1 | 5 | 5 | 1 | 2 | 2 | 20 | 2 | 11 | 11 | 8 | 1 | 4 | 24 | 1 | 0 | 2 | 26 | 2,Phish,1,0
1993-08-08,Nautica Stage,"Cleveland, OH",Big Black Furry Creature from Mars | Foam | Loving Cup | Runaway Jim | The Horse | Silent in the Morning | Punch You in the Eye | Fast Enough for You | Paul and Silas | I Didn't Know | David Bowie | Also Sprach Zarathustra | Rift | Harry Hood | Wilson | It's Ice | Fluffhead | Possum | Big Ball Jam | Hold Your Head Up | Love You | Hold Your Head Up | Daniel Saw the Stone | Good Times Bad Times | My Sweet One | Free Bird,11 | 2 | 52 | 2 | 2 | 2 | 11 | 6 | 12 | 5 | 5 | 0 | 1 | 7 | 4 | 2 | 5 | 6 | 9 | 0 | 25 | 0 | 4 | 6 | 7 | 2,Phish,1,0
1993-08-09,Concert Hall,"Toronto, Ontario, Canada","Chalk Dust Torture | Who Knows | Chalk Dust Torture | Mound | Fee | Split Open and Melt | Glide | Nellie Kane | Divided Sky | Memories | The Squirming Coil | Dinner and a Movie | Tweezer | Tela | My Friend, My Friend | My Mind's Got a Mind of its Own | You Enjoy Myself | Contact | Crimes of the Mind | Rocky Top",2 | 527 | 2 | 5 | 3 | 2 | 11 | 2 | 2 | 26 | 2 | 33 | 2 | 24 | 1 | 4 | 2 | 6 | 239 | 7,Phish,1,0
1993-08-11,Eastbrook Theatre,"Grand Rapids, MI","Buried Alive | Runaway Jim | Weigh | It's Ice | Ginseng Sullivan | My Friend, My Friend | The Mango Song | Stash | Sparkle | Cavern | Mike's Song | The Great Gig in the Sky | Weekapaug Groove | Esther | All Things Reconsidered | Bouncing Around the Room | Rift | Jesus Just Left Chicago | My Sweet One | Run Like an Antelope | Sweet Adeline | Bold As Love",3 | 1 | 8 | 1 | -1 | 0 | 12 | 2 | 2 | 2 | 2 | 9 | 5 | 7 | 5 | 2 | 1 | 49 | 1 | 2 | 25 | 43,Phish,1,0
1993-08-12,Meadow Brook Music Festival,"Rochester Hills, MI",AC/DC Bag | Reba | Chalk Dust Torture | Guelah Papyrus | Nellie Kane | Split Open and Melt | The Horse | Silent in the Morning | Poor Heart | The Squirming Coil | Also Sprach Zarathustra | The Landlady | Tweezer | The Landlady | Tweezer | The Lizards | The Sloth | Maze | Lawn Boy | Big Ball Jam | Golgi Apparatus | Possum | Fire | Free Bird,7 | 3 | 1 | 4 | 1 | 1 | 2 | 2 | 3 | 1 | 2 | 9 | 1 | 9 | 1 | 5 | 3 | 3 | 14 | 2 | 5 | 2 | 36 | 2,Phish,1,0
1993-08-13,Murat Theatre,"Indianapolis, IN",Lengthwise | Llama | Makisupa Policeman | Foam | Stash | Ginseng Sullivan | Fluffhead | My Mind's Got a Mind of its Own | Horn | David Bowie | Buried Alive | Rift | Bathtub Gin | Ya Mar | Mike's Song | Lifeboy | The Oh Kee Pa Ceremony | Suzy Greenberg | Amazing Grace | Highway to Hell,6 | 4 | 4 | 3 | 1 | 1 | 3 | 2 | 5 | 3 | 1 | 1 | 7 | 6 | 1 | 10 | 7 | 5 | 5 | 8,Phish,1,0
1993-08-14,World Music Theatre,"Tinley Park, IL",Chalk Dust Torture | Guelah Papyrus | Divided Sky | The Horse | Silent in the Morning | It's Ice | Sparkle | Split Open and Melt | Esther | Poor Heart | Cavern | Also Sprach Zarathustra | Run Like an Antelope | Sparks | Walk Away | Run Like an Antelope | Have Mercy | Run Like an Antelope | Mound | The Squirming Coil | Daniel Saw the Stone | You Enjoy Myself | Purple Rain | Hold Your Head Up | Golgi Apparatus | La Grange,1 | 1 | 3 | 1 | 1 | 2 | 2 | 1 | 2 | 1 | 2 | 1 | 2 | 8 | 10 | 2 | 26 | 2 | 3 | 1 | 4 | 3 | 5 | 4 | 1 | 5,Phish,1,0
1993-08-15,The Macauley Theater,"Louisville, KY",Sample in a Jar | All Things Reconsidered | Caravan | Runaway Jim | Fee | Paul and Silas | Stash | Colonel Forbin's Ascent | Fly Famous Mockingbird | Chalk Dust Torture | Rift | Tweezer | The Lizards | The Landlady | Bouncing Around the Room | Maze | Glide | Sweet Adeline | Ginseng Sullivan | Nellie Kane | Free Bird | Harry Hood | Tweezer Reprise,7 | 3 | 17 | 3 | 4 | 5 | 1 | 6 | 6 | 0 | 1 | 2 | 2 | 2 | 3 | 2 | 4 | 3 | 1 | 2 | 2 | 5 | 7,Phish,1,0
1993-08-16,American Theater,"St. Louis, MO","Axilla | Possum | Horn | Reba | Sparkle | Foam | I Didn't Know | Split Open and Melt | The Squirming Coil | Mike's Song | Faht | Weekapaug Groove | Mound | It's Ice | My Friend, My Friend | Poor Heart | Big Ball Jam | Take the 'A' Train | Good Times Bad Times | Amazing Grace | Rocky Top",14 | 3 | 2 | 3 | 1 | 2 | 6 | 1 | 1 | 2 | 18 | 4 | 1 | 1 | 4 | 1 | 3 | 31 | 6 | 2 | 5,Phish,1,0
1993-08-17,Memorial Hall,"Kansas City, KS",Wilson | Llama | Guelah Papyrus | Divided Sky | Weigh | Maze | Fluffhead | Fast Enough for You | Daniel Saw the Stone | Also Sprach Zarathustra | David Bowie | The Horse | Silent in the Morning | Rift | Suzy Greenberg | You Enjoy Myself | Purple Rain | Hold Your Head Up | My Sweet One | Cavern | Memories | Fire,7 | 3 | 2 | 2 | 5 | 1 | 3 | 7 | 2 | 2 | 3 | 2 | 2 | 1 | 3 | 2 | 2 | 2 | 5 | 2 | 6 | 4,Phish,1,0
1993-08-20,Red Rocks Amphitheatre,"Morrison, CO","Divided Sky | Harpua | Poor Heart | Maze | Bouncing Around the Room | It's Ice | The Wedge | Ginseng Sullivan | Rift | Run Like an Antelope | Also Sprach Zarathustra | Slave to the Traffic Light | Split Open and Melt | The Squirming Coil | My Friend, My Friend | Chalk Dust Torture | You Enjoy Myself | Purple Rain | Hold Your Head Up | Cavern | The Mango Song | Free Bird",0 | 18 | 1 | 0 | 2 | 1 | 65 | 2 | 0 | 3 | 0 | 10 | 1 | 1 | 1 | 2 | 0 | 0 | 0 | 0 | 6 | 2,Phish,1,0
1993-08-21,Saltair Pavilion,"Salt Lake City, UT",Buried Alive | Poor Heart | Foam | Guelah Papyrus | Rift | Stash | Sparkle | The Landlady | I Didn't Know | Runaway Jim | Possum | Horn | Uncle Pen | Fee | Llama | Lawn Boy | David Bowie | Mind Left Body Jam | David Bowie | Hold Your Head Up | If I Only Had a Brain | Hold Your Head Up | Jam | Harry Hood | Daniel Saw the Stone | Amazing Grace | Nellie Kane,5 | 0 | 2 | 1 | 0 | 3 | 2 | 3 | 2 | 3 | 2 | 2 | 11 | 3 | 1 | 6 | 1 | 197 | 1 | 0 | 38 | 0 | 31 | 3 | 1 | 2 | 3,Phish,1,0
1993-08-24,Commodore Ballroom,"Vancouver, British Columbia, Canada",Chalk Dust Torture | All Things Reconsidered | Bouncing Around the Room | It's Ice | Nellie Kane | Split Open and Melt | The Horse | Silent in the Morning | Uncle Pen | Maze | Golgi Apparatus | Llama | Horn | Ya Mar | Mike's Song | Ginseng Sullivan | Weekapaug Groove | Wilson | Rift | Suzy Greenberg | Hold Your Head Up | Cracklin' Rosie | Hold Your Head Up | Run Like an Antelope | Halley's Comet | Poor Heart | Sweet Adeline,1 | 4 | 1 | 1 | 0 | 1 | 2 | 2 | 0 | 1 | 5 | 0 | 0 | 6 | 3 | 1 | 3 | 2 | 0 | 2 | 0 | 12 | 0 | 1 | 12 | 0 | 4,Phish,1,0
1993-08-25,Paramount Theatre,"Seattle, WA","AC/DC Bag | Daniel Saw the Stone | Sample in a Jar | Sparkle | Foam | Ginseng Sullivan | Nellie Kane | Amazing Grace | Stash | Glide | Cavern | Buried Alive | Possum | Mound | My Friend, My Friend | Paul and Silas | You Enjoy Myself | Nothin' But A Nothin' | The Squirming Coil | Good Times Bad Times | Bold As Love | Rocky Top",8 | 1 | 5 | 1 | 1 | 0 | 0 | 1 | 1 | 5 | 2 | 1 | 1 | 4 | 2 | 5 | 2 | -1 | 2 | 4 | 9 | 4,Phish,1,0
1993-08-26,Arlene Schnitzer Concert Hall,"Portland, OR",Runaway Jim | Guelah Papyrus | Reba | Fee | Split Open and Melt | Esther | It's Ice | Harry Hood | Golgi Apparatus | Also Sprach Zarathustra | David Bowie | Lifeboy | Rift | Jesus Just Left Chicago | The Lizards | Hold Your Head Up | Nothin' But A Nothin' | Hold Your Head Up | Chalk Dust Torture | Free Bird,2 | 2 | 5 | 2 | 1 | 7 | 1 | 2 | 1 | 3 | 2 | 8 | 1 | 10 | 6 | 1 | 0 | 1 | 1 | 3,Phish,1,0
1993-08-28,"William Randolph Hearst Greek Theatre, University of California, Berkeley","Berkeley, CA",Llama | Bouncing Around the Room | Foam | Ginseng Sullivan | Maze | Fluffhead | Stash | The Squirming Coil | Crimes of the Mind | Also Sprach Zarathustra | Rift | Run Like an Antelope | The Horse | Silent in the Morning | Sparkle | It's Ice | Big Ball Jam | Purple Rain | Hold Your Head Up | You Enjoy Myself | Oye Como Va | You Enjoy Myself | Contact | Chalk Dust Torture | Daniel Saw the Stone | Amazing Grace,2 | 2 | 1 | 1 | 2 | 5 | 1 | 1 | 12 | 0 | 0 | 2 | 2 | 2 | 1 | 0 | 6 | 4 | 0 | 1 | -1 | 1 | 12 | 0 | 1 | 1,Phish,1,0
